LV_Name,LV_Family,LV_Manufacturer,LV_Max_Stage,Length,Diameter,Launch_Mass,LEO_Capacity,TO_Thrust,Class
Kappa 6,K250                ,ISAS,2,  5.6 , 0.25 ,     0.3 ,       0 ,,T
Kappa 6H,K250                ,ISAS,2,  6.9 , 0.25 ,     0.3 ,       0 ,,A
Kappa 8L,K250                ,ISAS,2,  7.3 , 0.25 ,     0.3 ,       0 ,,R
S-250,K250                ,ISAS,1,  5.0 , 0.25 ,     0.2 ,       0 ,,R
CB-250/RH-125,CB-250              ,VSSC,1,  3.5 , 0.25 ,     0.1 ,       0 ,       8 ,W
CB-250/LPR-006,CB-250              ,VSSC,1,  3.5 , 0.25 ,     0.1 ,       0 ,       8 ,W
NAL-25,STA                 ,STA,1,, 0.25 ,     0.1 ,       0 ,,T
M-100,M-100               ,TAIFUN?,2,  8.3 , 0.25 ,     0.5 ,       0 ,,Y
M-100 (A-1),M-100               ,TAIFUN?,2,  8.3 , 0.25 ,     0.5 ,       0 ,,Y
M-100A,M-100               ,TAIFUN?,2,  8.3 , 0.25 ,     0.5 ,       0 ,,Y
M-100B,M-100               ,TAIFUN?,2,  8.3 , 0.25 ,     0.5 ,       0 ,,Y
RX-250-LPN,RX-250              ,LAPAN,1,  5.3 , 0.25 ,     0.3 ,       0 ,      52 ,R
D-Region Tomahawk,Tomahawk            ,SAND,1,  5.0 , 0.23 ,     0.3 ,       0 ,      44 ,R
ILR-33 Bursztyn 2K,Bursztyn            ,PAI,1,  5.0 , 0.23 ,     0.3 ,       0 ,,R
Tomahawk,Tomahawk            ,SAND,1,  5.0 , 0.23 ,     0.3 ,       0 ,      44 ,R
Mesquito,MLRS                ,WFF,1,  5.0 , 0.23 ,     0.2 ,       0 ,,R
Javelin 3,Javelin             ,SDCO,1,  4.5 , 0.23 ,     0.2 ,       0 ,      86 ,R
Recruit,Recruit             ,PARD,1,  3.0 , 0.23 ,     0.3 ,       0 ,     156 ,A
Recruit T55,Recruit             ,PARD,2,  5.0 , 0.23 ,     0.4 ,       0 ,     156 ,Q
MX-2227,AeroHTV             ,AEROPH,2,  3.9 , 0.23 ,     0.1 ,       0 ,,Q
HTV,AeroHTV             ,AEROPH,2,  3.9 , 0.23 ,     0.1 ,       0 ,,Q
Kappa 2,K250                ,ISAS,2,  5.0 , 0.22 ,     0.2 ,       0 ,,T
Kappa 3,K250                ,ISAS,2,  5.0 , 0.22 ,     0.2 ,       0 ,,T
S-210,S-210               ,NISST,1,  5.2 , 0.21 ,     0.3 ,       0 ,,R
Orion-2,IIAE.Orion          ,IAE,1,  4.0 , 0.21 ,     0.1 ,       0 ,,R
Orion-1,IIAE.Orion          ,IAE,1,  4.0 , 0.21 ,     0.1 ,       0 ,,R
Belenos,Belenos             ,CFTHB,2,  4.9 , 0.21 ,     0.1 ,       0 ,,R
Belisama,Belenos             ,CFTHB,2,  4.6 , 0.21 ,     0.1 ,       0 ,,R
Grannos,Belenos             ,CFTHB,2,  4.9 , 0.21 ,     0.2 ,       0 ,,R
TT-210,TT-210              ,NASDA,1,  6.0 , 0.21 ,     0.2 ,       0 ,,R
TT-200,TT-210              ,NASDA,1,  6.0 , 0.20 ,     0.2 ,       0 ,,R
RH-200,RH-200              ,VSSC,2,  3.6 , 0.20 ,     0.1 ,       0 ,      17 ,R
RH-200SV,RH-200              ,VSSC,1,  3.0 , 0.20 ,     0.1 ,       0 ,      17 ,R
MMR-06,MMR-06              ,TAIFUN?,1,  3.5 , 0.20 ,     0.1 ,       0 ,       8 ,Y
X-17 HTV,Nike                ,LVN,3,  5.0 , 0.20 ,     0.1 ,       0 ,     209 ,Q
X-17 QTV,T-40                ,LVN,3,  2.5 , 0.20 ,     0.1 ,       0 ,      13 ,Q
Kingfisher,Kingfisher,TMINUS,1,  4.0 , 0.20 ,     0.0 ,       0 ,       0 ,Y
Barracuda,Kingfisher,TMINUS,1,  4.0 , 0.20 ,     0.0 ,       0 ,       0 ,Y
Traveler,Traveler            ,USCLA,1,  4.0 , 0.20 ,     0.1 ,       0 ,,R
Aftershock,Traveler            ,USCLA,1,  3.8 , 0.20 ,     0.1 ,       0 ,      19 ,R
Cirrus I,Cirrus              ,DRG,2,  4.1 , 0.20 ,     0.1 ,       0 ,       5 ,A
Cirrus II,Cirrus              ,DRG,2,  4.1 , 0.20 ,     0.1 ,       0 ,       5 ,A
Stratos II+,Stratos2            ,DARE,1,  7.0 , 0.20 ,     0.2 ,       0 ,       8 ,A
Stratos III,Stratos2            ,DARE,1,  7.0 , 0.20 ,     0.2 ,       0 ,       8 ,A
Proson M1,Proson              ,CITEF,2,  3.1 , 0.20 ,     0.1 ,       0 ,,A
Sparoair I,Sparrow             ,NMC,2,  3.7 , 0.20 ,     0.1 ,       0 ,      35 ,R
Sparoair II,Sparrow             ,NMC,2,  3.9 , 0.20 ,     0.1 ,       0 ,      35 ,R
Sparoair III,Sparrow             ,NMC,2,  3.9 , 0.20 ,     0.1 ,       0 ,      35 ,R
Sparrow Arcas,Sparrow             ,ATLR,2,  3.8 , 0.20 ,     0.1 ,       0 ,      35 ,R
Cleansweep IIIB,Sparrow             ,ZIMN,1,  3.0 , 0.20 ,     0.1 ,       0 ,      16 ,A
Petrel,Petrel              ,BAJUK,1,  3.3 , 0.19 ,     0.2 ,       0 ,,R
Petrel 2,Petrel              ,BAJUK,1,  3.7 , 0.19 ,     0.2 ,       0 ,,R
Gun Projectile 7-inch,Gun07               ,BRL,1,  1.0 , 0.18 ,     0.2 ,       0 ,,B
HAEC,Demon               ,WRE,2,  3.5 , 0.18 ,     0.1 ,       0 ,       9 ,T
Lorikeet,Demon               ,WRE,2,  5.0 , 0.18 ,     0.1 ,       0 ,,R
Lorikeet Mk 2,Demon               ,WRE,2,  5.0 , 0.18 ,     0.1 ,       0 ,,R
Astrid,Astrid              ,LLL,1,  1.9 , 0.17 ,     0.0 ,       0 ,,T
Cleansweep III,Asp                 ,ZIMN,1,  3.6 , 0.17 ,     0.1 ,       0 ,      16 ,W
ASCAMP,Asp                 ,COOP,2,  5.0 , 0.17 ,     0.1 ,       0 ,      42 ,R
Asp,Asp                 ,COOP,1,  2.7 , 0.17 ,     0.0 ,       0 ,      42 ,W
Asp II,Asp                 ,COOP,1,  2.7 , 0.17 ,     0.0 ,       0 ,      42 ,W
Asp III,Asp                 ,COOP,1,  2.7 , 0.17 ,     0.0 ,       0 ,      42 ,W
Asp IV,Asp                 ,COOP,1,  2.7 , 0.17 ,     0.0 ,       0 ,      12 ,Y
Viper-Arrow,Viper               ,SAND,2,  5.0 , 0.17 ,     0.1 ,       0 ,      24 ,R
Kiva/Hopi,Kiva                ,RPI,2,  5.5 , 0.17 ,     0.1 ,       0 ,      27 ,R
Cajun Dart,Deacon              ,SDCO,1,  4.1 , 0.17 ,     0.1 ,       0 ,      36 ,Y
Double Cajun T40,Deacon              ,PARD,2,  5.0 , 0.17 ,     0.1 ,       0 ,      36 ,Q
Pogo Hi,Deacon              ,NMSU,1,  4.0 , 0.17 ,     0.1 ,       0 ,      36 ,Q
Pogo Hi II,Deacon              ,NMSU,1,  4.0 , 0.17 ,     0.1 ,       0 ,      36 ,Q
Pogo Hi III,Asp                 ,NMSU,1,  4.0 , 0.17 ,     0.1 ,       0 ,      36 ,Q
Apache,Deacon              ,NMSU,1,  4.0 , 0.17 ,     0.1 ,       0 ,,A
Cajun,Deacon              ,PARD,1,  4.0 , 0.17 ,     0.1 ,       0 ,      36 ,Q
S-C,STA                 ,MHITO?,1,  2.9 , 0.17 ,     0.1 ,       0 ,,R
S-B,STA                 ,MHITO?,1,  2.8 , 0.16 ,     0.1 ,       0 ,,T
S-A,STA                 ,MHITO?,1,  2.8 , 0.16 ,     0.0 ,       0 ,,T
S-160,S-160               ,NISST,1,  4.0 , 0.16 ,     0.1 ,       0 ,,R
NAL-16,STA                 ,STA,1,  4.0 , 0.16 ,     0.1 ,       0 ,      10 ,R
Lex,Lex                 ,ONERA/SNECMA,1,  3.4 , 0.16 ,     0.0 ,       0 ,      10 ,R
Monica I,Monica              ,ATEF,3,  3.1 , 0.16 ,     0.1 ,       0 ,,R
Monica IV,Monica              ,ATEF,3,  5.1 , 0.16 ,     0.1 ,       0 ,,R
Viper V/Dart,Viper5              ,OSCC,1,  3.4 , 0.18 ,     0.0 ,       0 ,      27 ,Y
Viper Falcon,Viper               ,SDCO,2,  3.5 , 0.17 ,     0.0 ,       0 ,,Y
Viper,Viper               ,SDCO,1,  2.4 , 0.16 ,     0.0 ,       0 ,,W
Viper-Dart,Viper               ,SDCO,1,  3.4 , 0.16 ,     0.0 ,       0 ,,Y
Rockaire,Deacon              ,NRL?,1,  2.7 , 0.16 ,     0.1 ,       0 ,      30 ,T
Deacon Rockoon,Deacon              ,SUI,1,  3.7 , 0.16 ,     0.1 ,       0 ,      15 ,R
Terrapin,Deacon              ,REP,2,  4.5 , 0.16 ,     0.1 ,       0 ,      15 ,R
Deacon-Loki Rockoon,Deacon              ,SUI,2,  5.2 , 0.16 ,     0.1 ,       0 ,      15 ,R
ALSOR,Deacon              ,FRC/ZIMN,1,  3.6 , 0.16 ,     0.1 ,       0 ,,R
Deacon Judi,Deacon              ,RPI,2,  4.2 , 0.16 ,     0.1 ,       0 ,      21 ,R
Kisha Judi,Deacon              ,RPI,2,  4.2 , 0.16 ,     0.1 ,       0 ,      21 ,R
Deacon Arrow II,Deacon              ,SAND,2,  5.1 , 0.15 ,     0.1 ,       0 ,      27 ,R
Deacon Deacon,Deacon              ,PARD,2,  5.0 , 0.15 ,     0.1 ,       0 ,      27 ,Q
Double Deacon,Deacon              ,PARD,1,  5.0 , 0.15 ,     0.1 ,       0 ,      54 ,Q
Tandem Double Deacon,Deacon              ,PARD,2, 10.0 , 0.15 ,     0.1 ,       0 ,      54 ,Q
Triple Deacon,Deacon              ,PARD,1,  7.0 , 0.15 ,     0.1 ,       0 ,      75 ,Q
Triple Deacon HPAG,Deacon              ,PARD,2,  7.0 , 0.15 ,     0.1 ,       0 ,      75 ,Q
Tri-Deacon Deacon HPAG,Deacon              ,PARD,3,  7.0 , 0.15 ,     0.2 ,       0 ,      75 ,Q
Quad Deacon,Deacon              ,PARD,1,  7.0 , 0.15 ,     0.1 ,       0 ,     100 ,Q
Deacon,Deacon              ,PARD,1,  4.0 , 0.15 ,     0.1 ,       0 ,      27 ,Q
Deacon HVAR,Deacon              ,PARD,2,  4.0 , 0.15 ,     0.1 ,       0 ,      27 ,Q
Deacon Sidewinder,Deacon              ,PARD,2,  4.0 , 0.15 ,     0.1 ,       0 ,      27 ,Q
Vrbec-Banovic,Amateur,VRBEC,2,  3.5 , 0.15 ,     0.1 ,       0 ,,R
Atea-1,Atea                ,RLABN,1,  5.0 , 0.15 ,     0.1 ,       0 ,,R
Icarus,Icarus              ,ERAU,2,  4.9 , 0.15 ,     0.1 ,       0 ,      16 ,A
Hyperion,AMROC               ,EAC,1,  5.8 , 0.15 ,     0.1 ,       0 ,       6 ,T
K150,K150                ,ISAS,1,  4.0 , 0.15 ,     0.1 ,       0 ,,T
Zhinui,ZN                  ,NUDTC,1,  4.8 , 0.15 ,     0.1 ,       0 ,      10 ,R
Arcon,Arcon               ,ATLR/NRL,1,  4.0 , 0.15 ,     0.1 ,       0 ,      14 ,R
Astrobee D,AstrobeeD           ,AJSP,1,  3.9 , 0.15 ,     0.1 ,       0 ,      23 ,R
MERA,Mera                ,KBPT,2,  3.2 , 0.15 ,     0.1 ,       0 ,,Y
MD-01,Meteo               ,SUD,1,  3.4 , 0.15 ,     0.1 ,       0 ,,W
Meteo,Meteo               ,SUD,1,  3.4 , 0.15 ,     0.0 ,       0 ,,W
Sirocco,Sirocco             ,SDCO,1,  3.9 , 0.14 ,     0.1 ,       0 ,,W
MT-135,MT-135              ,NISST,1,  3.3 , 0.14 ,     0.0 ,       0 ,      12 ,W
MT-135P,MT-135              ,NISST,1,  3.3 , 0.14 ,     0.0 ,       0 ,      12 ,W
MT-135JA,MT-135              ,NISST,1,  3.3 , 0.14 ,     0.0 ,       0 ,      12 ,W
Ivanov,Ivanov              ,FIAN,3,  4.3 , 0.14 ,     0.1 ,       0 ,,W
Emma,Emma                ,MATRA,1,  3.9 , 0.13 ,     0.1 ,       0 ,,W
Gamma Centauro,GammaCen            ,IIAE,2,  2.4 , 0.13 ,     0.0 ,       0 ,,W
Aurore,Aurore              ,SNECMA,1,  3.3 , 0.13 ,     0.0 ,       0 ,       8 ,W
Kappa 1,Kappa               ,ISAS,1,  2.7 , 0.13 ,     0.0 ,       0 ,      10 ,T
Gun Projectile 5-inch,Gun05               ,BRL,1,  1.0 , 0.13 ,     0.2 ,       0 ,,A
Skua,Skua                ,BAJUK,1,  2.2 , 0.13 ,     0.0 ,       0 ,,Y
Skua 2,Skua                ,BAJUK,1,  2.8 , 0.13 ,     0.1 ,       0 ,,R
Skua 3,Skua                ,BAJUK,1,  2.8 , 0.13 ,     0.1 ,       0 ,,R
Skua 4,Skua                ,BAJUK,1,  2.8 , 0.13 ,     0.1 ,       0 ,,R
FTB,FTB                 ,AVIB,1,  3.0 , 0.13 ,     0.1 ,       0 ,,A
Sidewinder-Arcas,Sidewinder          ,ATLR,2,  4.3 , 0.13 ,     0.1 ,       0 ,,R
Sidewinder-Raven,Sidewinder          ,RPI,2,  5.2 , 0.13 ,     0.1 ,       0 ,,Y
HPAG,Sidewinder          ,PARD,1,  1.8 , 0.13 ,     0.0 ,       0 ,      12 ,Q
HPAG Deacon,Sidewinder          ,PARD,2,  3.0 , 0.13 ,     0.0 ,       0 ,      12 ,Q
Double HPAG Deacon,Sidewinder          ,PARD,2,  3.0 , 0.13 ,     0.0 ,       0 ,      12 ,Q
ADTV,Lupus               ,WRE,1,  2.2 , 0.13 ,     0.0 ,       0 ,       9 ,T
Kookaburra,Lupus               ,WRE,2,  3.5 , 0.13 ,     0.1 ,       0 ,       9 ,R
Kookaburra 2,Lupus               ,WRE,2,  3.5 , 0.13 ,     0.1 ,       0 ,       9 ,R
Kookaburra 3,Lupus               ,WRE,2,  3.5 , 0.13 ,     0.1 ,       0 ,       9 ,R
DAC Roc,DACRoc              ,DAC,1,, 0.13 ,,       0 ,,T
Seagull,Unknown             ,UNKUS,1,, 0.13 ,,       0 ,,T
HALO,HALO                ,HAL5,1,  2.2 , 0.13 ,     0.0 ,       0 ,,T
HVAR,HVAR                ,PARD,1,  2.0 , 0.13 ,     0.0 ,       0 ,      25 ,Q
HVAR FFAR,HVAR                ,PARD,2,  3.0 , 0.13 ,     0.0 ,       0 ,      25 ,Q
DIM,DIM                 ,IIAE,1,  2.9 , 0.12 ,     0.0 ,       0 ,,W
Meteor-1,Meteor              ,PAI,1,  2.5 , 0.12 ,     0.0 ,       0 ,      14 ,W
Meteor-3,Meteor              ,PAI,2,  4.3 , 0.12 ,     0.0 ,       0 ,      14 ,W
Meteor-3B,Meteor              ,PAI,2,  4.3 , 0.12 ,     0.0 ,       0 ,      14 ,W
RH-125,RH-125              ,VSSC,1,  2.5 , 0.12 ,     0.1 ,       0 ,       8 ,W
MCR-3/RH-125,RH-125              ,VSSC,1,  3.5 , 0.12 ,     0.1 ,       0 ,       8 ,W
INTA-100,INTA-100            ,INTA,2,  4.1 , 0.12 ,     0.1 ,       0 ,      17 ,Y
Menaka II,RH-125              ,VSSC,2,  3.8 , 0.12 ,     0.1 ,       0 ,       8 ,W
Black Brant VI,BB6                 ,BAL,1,  2.8 , 0.12 ,     0.1 ,       0 ,       7 ,Y
Sonda 1,Sonda               ,IAE,2,  4.5 , 0.11 ,     0.1 ,       0 ,      27 ,W
Rocketsonde,Rocketsonde         ,SDCO?,1,  3.0 , 0.11 ,     0.0 ,       0 ,       1 ,Y
Rocketsonde2,Rocketsonde2        ,SDCO?,1,  3.0 , 0.11 ,     0.0 ,       0 ,       1 ,Y
MESOS,Amateur,MESOS,2,  3.5 , 0.11 ,     0.0 ,       0 ,,R
Viper 3A,Viper3              ,SDCO,1,  2.4 , 0.11 ,     0.0 ,       0 ,,Y
DART,Viper3              ,TMINUS,1,  3.4 , 0.11 ,     0.0 ,       0 ,,Y
Arcas,Arcas               ,ATLR,1,  2.3 , 0.11 ,     0.0 ,       0 ,       1 ,Y
Frangible Arcas,Arcas               ,ATLR,1,  2.3 , 0.11 ,     0.0 ,       0 ,       1 ,Y
Boosted Arcas,ArcasB              ,ATLR,2,  3.4 , 0.11 ,     0.0 ,       0 ,       1 ,Y
Boosted Arcas 2,ArcasB              ,ATLR,2,  3.4 , 0.11 ,     0.0 ,       0 ,       1 ,Y
Super Arcas,Arcas               ,ATLR,1,  2.7 , 0.11 ,     0.0 ,       0 ,       1 ,Y
Excalibur,Excalibur           ,BAL,1,  3.0 , 0.11 ,     0.0 ,       0 ,       1 ,Y
Hopi Dart,Hopi                ,RPI,1,  3.3 , 0.11 ,     0.0 ,       0 ,,Y
Raven,Hopi                ,RPI,1,  3.3 , 0.11 ,     0.0 ,       0 ,       8 ,W
Super Loki,SuperLoki           ,SDCO,1,  3.3 , 0.10 ,     0.0 ,       0 ,      18 ,Y
Shadow 1,SuperLoki           ,LRRC,1,  3.3 , 0.10 ,     0.0 ,       0 ,      18 ,Y
Stable Super Loki,SuperLoki           ,SDCO,1,  3.3 , 0.10 ,     0.0 ,       0 ,      18 ,Y
FalconLaunch,SuperLoki           ,USAFA,1,  3.3 , 0.10 ,     0.0 ,       0 ,      22 ,Y
Microstar,SuperLoki           ,SPFL,1,  3.3 , 0.10 ,     0.0 ,       0 ,,Y
Meraki,Amateur,NZRA,2,  4.0 , 0.10 ,     0.1 ,       0 ,       0 ,R
SPEAR-HRT,Amateur,USMA,2,  3.0 , 0.10 ,     0.0 ,       0 ,,R
Skylark Micro,SkylarkMicro,SKYR,2,  3.3 , 0.10 ,     0.0 ,       0 ,,W
Epona,Belisama            ,CFTHB,2,  4.4 , 0.10 ,     0.1 ,       0 ,,W
SA-II,STA                 ,STA,1,, 0.10 ,     0.0 ,       0 ,,T
ST,STA                 ,STA,1,, 0.10 ,     0.0 ,       0 ,,T
Black Brant VII,BB7                 ,BAL,1,  2.1 , 0.09 ,     0.0 ,       0 ,,W
Loki Dart,Loki                ,SDCO,1,  2.6 , 0.08 ,     0.0 ,       0 ,,Y
Loki Dart PWN-8B,Loki                ,SDCO,1,  2.6 , 0.08 ,     0.0 ,       0 ,,W
Loki,Loki                ,SDCO,1,  2.6 , 0.08 ,     0.0 ,       0 ,,W
Loki Rockoon,Loki                ,SUI,1,  2.4 , 0.08 ,     0.0 ,       0 ,      10 ,R
Judi-Dart,Loki                ,RPI,1,  2.7 , 0.08 ,     0.0 ,       0 ,       9 ,W
Metroc,Loki                ,ATLR,1,  1.4 , 0.08 ,     0.0 ,       0 ,       1 ,W
FTV,ISRO-TV             ,VSSC,1,,,     0.0 ,       0 ,,T
SEGPRO,ISRO-TV             ,VSSC,1,,,     0.0 ,       0 ,,T
RH-75,RH-75               ,VSSC,1,  1.5 , 0.08 ,     0.0 ,       0 ,,W
NAL-7,STA                 ,STA,1,, 0.07 ,     0.0 ,       0 ,,T
Rockair,FFAR                ,UMD,1,  1.2 , 0.07 ,     0.0 ,       0 ,       3 ,T
FFAR,FFAR                ,PARD,1,  1.2 , 0.08 ,     0.0 ,       0 ,,Q
Double FFAR,FFAR                ,PARD,2,  2.4 , 0.08 ,     0.0 ,       0 ,,Q
Navaho II SM-64,Navaho              ,NAAD,2, 26.6 ,,    54.6 ,       0 ,,C
MX-775,Snark               ,NORTH,1, 15.8 , 1.40 ,    12.7 ,       0 ,,C
Snark,Snark               ,NORTH,1, 21.3 , 1.40 ,    22.5 ,       0 ,,C
Matador,Matador             ,MARTB,1, 12.1 , 1.40 ,     5.2 ,       0 ,,C
Mace,Matador             ,MARTB,1, 14.3 , 1.40 ,     8.5 ,       0 ,,C
Regulus,Regulus             ,VOUA,1, 10.1 , 1.40 ,     6.6 ,       0 ,     293 ,C
Regulus II,Regulus             ,VOUA,1, 20.5 , 1.30 ,    10.2 ,       0 ,,C
Bomarc A,Bomarc              ,BOC,1, 14.2 , 0.89 ,     6.8 ,       0 ,,C
Bomarc B,Bomarc              ,BOC,1, 14.2 , 0.89 ,     6.8 ,       0 ,,C
Goose,BullGoose           ,FAIRA,1, 10.2 , 0.85 ,     3.5 ,       0 ,,C
Bull Goose,BullGoose           ,FAIRA,1, 10.2 , 0.85 ,     3.5 ,       0 ,,C
X-7B,X-7                 ,LVN,1,  2.1 , 0.61 ,     3.6 ,       0 ,,C
X-7A-3,X-7                 ,LVN,1,  2.1 , 0.61 ,     3.6 ,       0 ,,C
GLCM,GLCM                ,GDA,1,  6.4 , 0.53 ,     1.8 ,       0 ,,C
BLDT,BLDT                ,JPL,1,  0.0 , 0.00 ,     0.0 ,       0 ,,C
Lark,Lark                ,FAIRA,1,  5.6 , 0.46 ,     0.9 ,       0 ,,C
