LV_Name,LV_Family,LV_Manufacturer,LV_Max_Stage,Length,Diameter,Launch_Mass,LEO_Capacity,TO_Thrust,Class
Thor Delta E,Thor                ,DACM,3, 28.0 , 2.44 ,    68.0 ,     540 ,    1450 ,O
Thor Delta E1,Thor                ,DACM,3, 28.0 , 2.44 ,    68.0 ,     540 ,    1450 ,O
Thor Delta G,Thor                ,DACM,2, 28.0 , 2.44 ,    65.0 ,,    1590 ,O
Thor Delta J,Thor                ,DACM,3, 28.0 , 2.44 ,    65.0 ,,    1590 ,O
Thor Delta L,Thor                ,DACM,3, 34.0 , 2.44 ,    89.9 ,,    1590 ,O
Thor Delta M,Thor                ,DACM,3, 32.4 , 2.44 ,    91.0 ,,    1590 ,O
Thor Delta M6,Thor                ,DACM,3, 32.4 , 2.44 ,   103.7 ,,    2411 ,O
Thor Delta N,Thor                ,DACM,2, 33.0 , 2.44 ,    90.0 ,,    1590 ,O
Thor Delta N6,Thor                ,DACM,2, 33.0 , 2.44 ,   102.9 ,,    2411 ,O
Thor DSV-2D,Thor                ,DACM,1, 21.7 , 2.44 ,    50.0 ,       0 ,     743 ,X
Thor DSV-2E,Thor                ,DACM,1, 19.4 , 2.44 ,    49.3 ,       0 ,     668 ,M
Thor DSV-2F,Thor                ,DACM,1, 20.8 , 2.44 ,    50.0 ,       0 ,     668 ,V
Thor DSV-2G,Thor                ,DACM,2, 26.9 , 2.44 ,    55.0 ,       0 ,     668 ,V
Thor DSV-2J,Thor                ,DACM,1, 19.4 , 2.44 ,    55.0 ,       0 ,     668 ,M
Thor DSV-2U,Thor                ,DACM,2, 23.0 , 2.44 ,    49.5 ,     500 ,     750 ,O
Thor MG-18,Thor                ,DACM,2, 23.0 , 2.44 ,    50.0 ,     200 ,     668 ,O
Thor Burner 1,Thor                ,DACM,2, 23.0 , 2.44 ,    50.0 ,     200 ,     668 ,O
Thor Burner 2,Thor                ,DACM,2, 22.4 , 2.44 ,    50.0 ,     500 ,     750 ,O
Thor Burner 2A,Thor                ,MDAC,3, 23.0 , 2.44 ,    50.0 ,     500 ,     750 ,O
Delta 0300,Thor                ,MDAC,2, 34.0 , 2.44 ,    90.1 ,    1000 ,    1590 ,O
Delta 0900,Thor                ,MDAC,2, 34.0 , 2.44 ,   116.5 ,    1300 ,    2500 ,O
Delta 1410,Thor                ,MDAC,2, 35.0 , 2.44 ,   110.0 ,    1000 ,    1863 ,O
Delta 1604,Thor                ,MDAC,3, 35.0 , 2.44 ,   118.0 ,,    2410 ,O
Delta 1900,Thor                ,MDAC,2, 35.0 , 2.44 ,   130.0 ,,    2410 ,O
Delta 1910,Thor                ,MDAC,2, 35.0 , 2.44 ,   130.0 ,,    2410 ,O
Delta 1913,Thor                ,MDAC,3, 35.0 , 2.44 ,   130.0 ,,    2410 ,O
Delta 1914,Thor                ,MDAC,3, 35.0 , 2.44 ,   130.3 ,,    2410 ,O
Delta 2310,Thor                ,MDAC,2, 35.0 , 2.44 ,   131.0 ,,    1737 ,O
Delta 2910,Thor                ,MDAC,2, 35.0 , 2.44 ,   131.0 ,,    2560 ,O
Delta 2313,Thor                ,MDAC,3, 35.0 , 2.44 ,   131.0 ,    1540 ,    1737 ,O
Delta 2913,Thor                ,MDAC,3, 35.0 , 2.44 ,   131.8 ,    2000 ,    2560 ,O
Delta 2914,Thor                ,MDAC,3, 35.0 , 2.44 ,   130.4 ,    2000 ,    2560 ,O
Delta 3910,Thor                ,MDAC,2, 35.0 , 2.44 ,   190.0 ,,    3188 ,O
Delta 3910/PAM,Thor                ,MDAC,3, 35.0 , 2.44 ,   191.6 ,       0 ,    3188 ,O
Delta 3913,Thor                ,MDAC,3, 35.0 , 2.44 ,   190.0 ,,    3188 ,O
Delta 3914,Thor                ,MDAC,3, 35.0 , 2.44 ,   190.3 ,    2700 ,    3188 ,O
Delta 3920-8,Thor                ,MDAC,2, 36.0 , 2.44 ,   190.0 ,,    3188 ,O
Delta 3920,Thor                ,MDAC,2, 36.0 , 2.44 ,   191.0 ,,    3188 ,O
Delta 3920/PAM,Thor                ,MDAC,3, 36.0 , 2.44 ,   191.6 ,       0 ,    3188 ,O
Delta 3924,Thor                ,MDAC,3, 36.0 , 2.44 ,   191.0 ,,    3188 ,O
Delta 4925-8,Thor                ,MDAC,3, 34.0 , 2.44 ,   200.7 ,,    3470 ,O
Delta 5920-8,Thor                ,MDAC,2, 34.0 , 2.44 ,   201.6 ,    3850 ,    3470 ,O
Delta 6920-8,Thor                ,MDAC,2, 39.0 , 2.44 ,   219.0 ,,    3790 ,O
Delta 6920-10,Thor                ,MDAC,2, 39.0 , 2.44 ,   219.0 ,,    3790 ,O
Delta 6925-8,Thor                ,MDAC,3, 39.0 , 2.44 ,   219.0 ,       0 ,    3790 ,O
Delta 6925,Thor                ,MDAC,3, 39.0 , 2.44 ,   219.0 ,       0 ,    3790 ,O
Delta 7320-10,Thor                ,MDAC,2, 38.9 , 2.44 ,   151.7 ,,    2500 ,O
Delta 7320-10C,Thor                ,MDAC,2, 38.9 , 2.44 ,   151.7 ,,    2500 ,O
Delta 7326-9.5,Thor                ,MDAC,3, 38.4 , 2.44 ,   155.0 ,,    2500 ,O
Delta 7420-10C,Thor                ,MDAC,2, 39.0 , 2.44 ,   165.0 ,,    3020 ,O
Delta 7425-9.5,Thor                ,MDAC,3, 39.0 , 2.44 ,   170.0 ,,    3020 ,O
Delta 7425-10,Thor                ,MDAC,3, 39.0 , 2.44 ,   170.0 ,,    3020 ,O
Delta 7426-9.5,Thor                ,MDAC,3, 39.0 , 2.44 ,   170.0 ,,    3020 ,O
Delta 7920-8,Thor                ,MDAC,2, 39.0 , 2.44 ,   220.0 ,    5118 ,    4000 ,O
Delta 7920-10,Thor                ,MDAC,2, 39.0 , 2.44 ,   220.0 ,    5118 ,    4000 ,O
Delta 7920-10C,Thor                ,MDAC,2, 39.0 , 2.44 ,   232.0 ,,    4000 ,O
Delta 7920-10L,Thor                ,MDAC,2, 40.0 , 2.44 ,   232.0 ,,    4000 ,O
Delta 7925,Thor                ,MDAC,3, 39.7 , 2.44 ,   219.9 ,,    4000 ,O
Delta 7925H,Thor                ,MDAC,3, 39.7 , 2.44 ,   283.0 ,,    5030 ,O
Delta 7920H,Thor                ,MDAC,2, 39.7 , 2.44 ,   283.0 ,,    5030 ,O
Delta 7925-8,Thor                ,MDAC,3, 38.2 , 2.44 ,   220.0 ,,    4000 ,O
Delta 7925-9.5,Thor                ,MDAC,3, 39.0 , 2.44 ,   231.0 ,,    4000 ,O
Delta 7925-10,Thor                ,MDAC,3, 38.9 , 2.44 ,   231.9 ,,    4000 ,O
Delta 7925-10C,Thor                ,MDAC,3, 38.9 , 2.44 ,   231.9 ,,    4000 ,O
Delta 7925-10L,Thor                ,MDAC,3, 38.9 , 2.44 ,   231.9 ,,    4000 ,O
Delta 8930,Thor                ,BOHB,2, 39.1 , 2.44 ,   301.5 ,    8280 ,    4891 ,O
N-1,Thor                ,MHITO,3, 33.0 , 2.44 ,    90.0 ,    1200 ,    2290 ,O
N-2,Thor                ,MHITO,3, 35.0 , 2.44 ,   135.0 ,    2000 ,    2290 ,O
H-1,Thor                ,MHITO,3, 42.0 , 2.44 ,   142.0 ,    3200 ,    2130 ,O
R-39,R-39                ,MAK,3, 16.0 , 2.40 ,    84.0 ,       0 ,    2060 ,M
R-39U,R-39                ,MAK,3, 16.0 , 2.40 ,    84.0 ,       0 ,    2060 ,M
R-39UTTKh,R-39                ,MAK,3, 16.0 , 2.40 ,    34.0 ,       0 ,    2060 ,M
Grom,R-39                ,MAK,3, 16.0 , 2.40 ,    84.0 ,       0 ,    2060 ,M
RT-23 15Zh44,R-39                ,YUZH,3, 22.4 , 2.40 ,   104.5 ,       0 ,    2060 ,M
RT-23 15Zh52,R-39                ,YUZH,3, 22.4 , 2.40 ,   104.5 ,       0 ,    2060 ,M
RT-23U 15Zh61,R-39                ,YUZH,3, 22.6 , 2.40 ,   104.5 ,       0 ,    2060 ,M
RT-23U 15Zh60,R-39                ,YUZH,3, 22.6 , 2.40 ,   104.5 ,       0 ,    2060 ,M
Hwasong-18,Hwasong-18         ,KPA,3, 27.0 , 2.40 ,    40.0 ,       0 ,,M
Hwasong-19,Hwasong-18         ,KPA,3, 27.0 , 2.40 ,    40.0 ,       0 ,,M
Hwasong-16,Hwasong-18         ,KPA,2, 15.0 , 2.40 ,    18.0 ,       0 ,,M
Hwasong-16Na,Hwasong-18         ,KPA,2, 13.0 , 2.40 ,    18.0 ,       0 ,,M
Cheonlima-1,Hwasong-15          ,NADA,3, 25.0 , 2.40 ,   100.0 ,      50 ,    1000 ,O
NK Kerolox LV,Hwasong-15          ,NADA,3, 25.0 , 2.40 ,   100.0 ,      50 ,    1000 ,O
Hwasong-15,Hwasong-15          ,KPA,2, 22.0 , 2.40 ,    85.0 ,       0 ,,M
Unha-1,Unha                ,KPA,2, 29.0 , 2.40 ,    85.0 ,       0 ,    1000 ,X
Unha-2,Unha                ,KPA,3, 30.0 , 2.40 ,    85.0 ,      50 ,    1000 ,O
Unha-3,Unha                ,KPA,3, 30.0 , 2.40 ,    85.0 ,      50 ,    1000 ,O
Kwangmyongsong,Unha                ,KPA,3, 30.0 , 2.40 ,    85.0 ,      50 ,    1000 ,O
Simorgh,Unha                ,IR,2, 27.0 , 2.40 ,    85.0 ,      50 ,    1000 ,O
R-14,R-14                ,OKB586,1, 24.4 , 2.40 ,    86.3 ,       0 ,    1480 ,M
R-14U,R-14                ,OKB586,1, 24.4 , 2.40 ,    86.4 ,       0 ,    1480 ,M
Kosmos 65S3,R-14                ,OKB586,2, 32.4 , 2.40 ,   109.0 ,    1500 ,    1480 ,O
Kosmos 11K65,R-14                ,OKB586,2, 32.4 , 2.40 ,   109.0 ,    1500 ,    1485 ,O
Kosmos 11K65M,R-14                ,POL,2, 32.4 , 2.40 ,   109.0 ,    1500 ,    1485 ,O
Vertikal' K65UP,R-14                ,POL,1, 27.6 , 2.40 ,    90.0 ,       0 ,    1485 ,X
K65M-R,R-14                ,POL,2, 32.4 , 2.40 ,   109.0 ,       0 ,    1485 ,M
K65M-RB,R-14                ,POL,2, 32.4 , 2.40 ,   109.0 ,    1500 ,    1485 ,O
Burya,Burya               ,OKB23,2, 22.0 , 2.40 ,   120.0 ,       0 ,    1530 ,C
Gushenxing-2,GSX2,XIDO,4, 26.0 , 2.35 ,   100.0 ,    1600 ,,O
ICBM-T3,MX                  ,OSCC,3, 17.6 , 2.35 ,    50.0 ,       0 ,,M
ARPA Taurus,MX                  ,OSCC,4, 27.2 , 2.35 ,    73.0 ,    1320 ,    1711 ,O
Taurus 2110,MX                  ,OSCC,4, 27.9 , 2.35 ,    73.0 ,    1380 ,    1711 ,O
Taurus 2210,MX                  ,OSCC,4, 29.7 , 2.35 ,    73.0 ,    1380 ,    1711 ,O
Taurus 3210,MX                  ,OSCC,4, 31.6 , 2.35 ,    73.0 ,    1380 ,    1711 ,O
Taurus 3110,MX                  ,OSCC,4, 31.6 , 2.35 ,    73.0 ,    1380 ,    1711 ,O
Taurus 1110,MX                  ,OSCC,4, 27.9 , 2.35 ,    73.0 ,    1320 ,    1711 ,O
Minotaur-C 3210,MX                  ,OSCC,4, 31.6 , 2.35 ,    73.0 ,    1380 ,    1711 ,O
Peacekeeper,MX                  ,MMD,4, 21.6 , 2.30 ,    88.5 ,       0 ,    1711 ,M
LLV-1,MX                  ,LMSC,3, 18.9 , 2.30 ,    66.3 ,     820 ,    1450 ,O
LMLV-1,MX                  ,LMSC,3, 18.9 , 2.30 ,    66.3 ,     820 ,    1450 ,O
Athena-1,MX                  ,LMSC,3, 18.9 , 2.30 ,    66.3 ,     820 ,    1450 ,O
Athena-2,MX                  ,LMSC,4, 28.2 , 2.30 ,   120.7 ,    2065 ,    1450 ,O
Minotaur V,MX                  ,OSCC,5, 23.9 , 2.35 ,    36.2 ,    1735 ,    1600 ,O
Minotaur IV,MX                  ,OSCC,4, 23.9 , 2.35 ,    36.2 ,    1735 ,    1600 ,O
Minotaur IV+,MX                  ,OSCC,4, 23.9 , 2.35 ,    36.2 ,    1735 ,    1600 ,O
Minotaur IV Lite,MX                  ,OSCC,3, 23.0 , 2.35 ,    36.2 ,    1735 ,    1600 ,M
MSBS M51,M51                 ,EADSA,3, 12.0 , 2.30 ,    56.0 ,       0 ,,M
Terran 1,Terran1,RELSP,2, 35.2 , 2.30 ,    77.1 ,    1500 ,     920 ,M
MR-UR-100,MR-UR-100           ,YUZH,3, 20.9 , 2.25 ,    71.0 ,       0 ,    1236 ,M
MR-UR-100U 15A16,MR-UR-100           ,YUZH,3, 21.6 , 2.25 ,    71.1 ,       0 ,    1236 ,M
Perimetr 15A11,MR-UR-100           ,YUZH,2, 21.6 , 2.25 ,    71.0 ,       0 ,    1236 ,M
DF-3,DF3                 ,CALT,1, 24.0 , 2.25 ,    64.0 ,       0 ,    1224 ,M
DF-3A,DF3                 ,CALT,1, 24.0 , 2.25 ,    64.0 ,       0 ,    1224 ,M
DF-4,DF3                 ,CALT,2, 28.0 , 2.25 ,    82.0 ,       0 ,    1224 ,M
Chang Zheng 1,DF3                 ,CALT,3, 29.5 , 2.25 ,    81.5 ,     250 ,    1224 ,O
Chang Zheng 1D,DF3                 ,CALT,3, 29.5 , 2.25 ,    81.5 ,     250 ,    1224 ,O
Kuaizhou-11,DF-31               ,ARMT,3, 11.0 , 2.20 ,    78.0 ,       0 ,,M
DF-41,DF-31               ,ARMT,3, 11.0 , 2.20 ,    40.0 ,       0 ,,M
DF-31,DF-31               ,ARMT,3, 11.0 , 2.20 ,    20.0 ,       0 ,,M
JL-2,DF-31               ,ARMT,3, 11.0 , 2.20 ,    20.0 ,       0 ,,M
JL-3,DF-31               ,ARMT,3, 11.0 , 2.20 ,    20.0 ,       0 ,,M
Chang Zheng 11,DF-31               ,CALT/SLREC,4, 20.0 , 2.20 ,    58.0 ,     500 ,    1177 ,O
KT-2,DF-31               ,CASIC4A,3, 20.0 , 2.20 ,    30.0 ,     250 ,,O
ADD TV1,ADD-SLV,ADD,3, 16.2 , 2.20 ,    20.0 ,       0 ,,X
ADD TV2,ADD-SLV,ADD,3, 20.6 , 2.20 ,    20.0 ,       0 ,,O
Hyunmoo-5,ADD-SLV,ADD,2, 16.2 , 2.20 ,    15.0 ,       0 ,,M
Trident D-5,Trident             ,LMSC,3, 13.6 , 2.11 ,    58.5 ,       0 ,,M
ISRO TV,ISRO-L40,VSSC,1, 19.7 , 2.10 ,    46.0 ,       0 ,     680 ,T
Little Joe 1,LJ1                 ,NAA,1, 15.2 , 2.03 ,    12.7 ,       0 ,     650 ,T
Cora,Coralie             ,LRBA/NORD,2, 11.0 , 2.01 ,    16.0 ,       0 ,     268 ,T
Spectrum,Spectrum,ISAR,2, 28.0 , 2.00 ,   100.0 ,    1000 ,     675 ,O
PRS-1 5Ya26,PRS-1               ,NOVTR,1, 10.0 , 2.00 ,    12.0 ,       0 ,,A
PRS-1,PRS-1               ,NOVTR,1, 10.0 , 2.00 ,    12.0 ,       0 ,,A
PRS-1M,PRS-1               ,NOVTR,1, 10.0 , 2.00 ,    12.0 ,       0 ,,A
Black Arrow,BlackArrow          ,RAE,3, 12.9 , 2.00 ,    18.1 ,      75 ,     222 ,O
Eris Block 1,Eris,GILM,3, 25.0 , 2.00 ,    35.0 ,     300 ,     440 ,O
Agni 5,Agni3               ,DRDO,3, 17.2 , 2.00 ,    50.0 ,       0 ,,M
Agni 3,Agni3               ,DRDO,2, 16.0 , 2.00 ,    48.0 ,       0 ,,M
SSLV,SSLV,ISRO,4, 34.0 , 2.00 ,   120.0 ,     500 ,    2600 ,O
UR-100,UR-100              ,KHRU,2, 16.9 , 2.00 ,    42.3 ,       0 ,    2070 ,M
UR-100M,UR-100              ,KHRU,2, 16.7 , 2.00 ,    42.3 ,       0 ,    2070 ,M
UR-100K,UR-100              ,KHRU,2, 18.9 , 2.00 ,    50.0 ,       0 ,    2070 ,M
UR-100U,UR-100              ,KHRU,2, 18.9 , 2.00 ,    50.0 ,       0 ,    2070 ,M
MSBS M45,MSBS                ,AELM,3, 11.0 , 1.93 ,    35.0 ,       0 ,     900 ,M
MSBS M4,MSBS                ,AELM,3, 11.0 , 1.93 ,    35.0 ,       0 ,     900 ,M
Vysota,R-29                ,MAK,2, 13.0 , 1.90 ,    33.3 ,       0 ,     682 ,M
Volna,R-29                ,MAK,2, 14.1 , 1.90 ,    35.3 ,       0 ,     682 ,M
Shtil',R-29                ,MAK,3, 14.8 , 1.90 ,    40.3 ,       0 ,     682 ,M
Shtil'-1,R-29                ,MAK,3, 14.8 , 1.90 ,    40.0 ,     430 ,     810 ,O
Sineva,R-29                ,MAK,3, 14.8 , 1.90 ,    40.3 ,       0 ,     682 ,M
Layner,R-29                ,MAK,3, 14.8 , 1.90 ,    40.3 ,       0 ,     682 ,M
Poseidon C3,Poseidon            ,LMSC,2, 10.4 , 1.88 ,    29.4 ,       0 ,,M
Trident C-4,Trident             ,LMSC,3, 10.4 , 1.88 ,    33.1 ,       0 ,,M
ICBM-T1,Trident             ,OATK,3, 17.6 , 1.68 ,    33.1 ,       0 ,     935 ,M
ICBM-T2,Trident             ,OATK,3, 17.6 , 1.68 ,    33.1 ,       0 ,     935 ,M
LV-2,Trident             ,LMSC,2, 10.4 , 1.88 ,    30.0 ,,,M
LV-3,Trident             ,LMSC,3, 15.0 , 1.88 ,    40.0 ,,,M
MRBM-T3c2,Trident             ,LMSC,2, 15.0 , 1.88 ,    40.0 ,,,M
RT-1,RT-2                ,OKB1,3, 18.0 , 1.84 ,    34.0 ,       0 ,     890 ,M
RT-2,RT-2                ,OKB1,3, 21.3 , 1.84 ,    46.0 ,       0 ,     890 ,M
RT-2P,RT-2                ,ARSL,3, 21.3 , 1.84 ,    51.0 ,       0 ,     980 ,M
RT-2M,RT-2                ,MITT,3, 21.3 , 1.84 ,    51.0 ,       0 ,     980 ,M
LauncherOne,LauncherOne         ,VORB,2, 20.0 , 1.83 ,    24.4 ,     500 ,     308 ,O
RS1,RS1,ABLSS,2, 27.0 , 1.83 ,    50.0 ,    1300 ,     503 ,O
Firefly Alpha,Alpha,FFLY,2, 29.8 , 1.82 ,    54.1 ,    1000 ,     736 ,O
Topol',Topol               ,MITT/VOTK,3, 21.5 , 1.80 ,    45.0 ,       0 ,     890 ,M
Topol'-E,Topol               ,MITT/VOTK,3, 21.5 , 1.80 ,    45.0 ,       0 ,     890 ,M
Topol'-M,Topol               ,MITT/VOTK,3, 20.5 , 1.80 ,    47.1 ,       0 ,     890 ,M
Topol'-M 15Zh55,Topol               ,MITT/VOTK,3, 20.5 , 1.80 ,    47.1 ,       0 ,     890 ,M
Perimetr-RTs,Topol               ,MITT/VOTK,3, 20.5 , 1.80 ,    47.1 ,       0 ,     890 ,M
Skorost',Topol               ,MITT/VOTK,2, 18.0 , 1.80 ,    45.0 ,       0 ,     890 ,M
Rubezh,Topol               ,MITT/VOTK,2, 20.5 , 1.80 ,    47.1 ,       0 ,     890 ,M
Oreshnik,Topol               ,MITT/VOTK,2, 20.5 , 1.80 ,    47.1 ,       0 ,     890 ,M
Yars,Topol               ,MITT/VOTK,3, 20.5 , 1.80 ,    47.1 ,       0 ,     890 ,M
Yars-E,Topol               ,MITT/VOTK,3, 20.5 , 1.80 ,    47.1 ,       0 ,     890 ,M
Yars-M,Topol               ,MITT/VOTK,3, 20.5 , 1.80 ,    47.1 ,       0 ,     890 ,M
Yars 15Zh65M,Topol               ,MITT/VOTK,3, 20.5 , 1.80 ,    47.1 ,       0 ,     890 ,M
Bulava,Topol               ,MITT/VOTK,3, 20.5 , 1.80 ,    47.1 ,       0 ,     890 ,M
Start,Topol               ,MITT,6, 28.9 , 1.80 ,    60.0 ,     650 ,     890 ,O
Start-1,Topol               ,MITT,5, 22.7 , 1.80 ,    47.0 ,     500 ,     890 ,O
Start-1.2,Topol               ,MITT,5, 22.7 , 1.80 ,    47.0 ,     500 ,     890 ,O
RT-20P,RT-20P              ,YUZH,2, 17.5 , 1.80 ,    30.0 ,       0 ,     600 ,M
J-1,H2.SRB              ,NISST,2, 33.1 , 1.80 ,    88.5 ,       0 ,    1550 ,X
Pioner,Temp-2S             ,MITT/VOTK,2, 16.5 , 1.79 ,    37.0 ,       0 ,,M
Pioner UTTKh,Temp-2S             ,MITT/VOTK,2, 16.5 , 1.79 ,    37.0 ,       0 ,,M
Pioner-3,Temp-2S             ,MITT/VOTK,2, 16.5 , 1.79 ,    37.0 ,       0 ,,M
Temp-2S,Temp-2S             ,MITT/VOTK,3, 18.5 , 1.79 ,    41.5 ,       0 ,,M
Jupiter A,Redstone            ,CHRY/ABMA,1, 20.0 , 1.78 ,    28.4 ,       0 ,     357 ,M
Redstone,Redstone            ,CHRY/ABMA,1, 20.0 , 1.78 ,    28.4 ,       0 ,     357 ,M
Redstone MRLV,Redstone            ,CHRY/ABMA,1, 20.0 , 1.78 ,    28.4 ,       0 ,     357 ,M
SPARTA,Redstone            ,CHRY/TRW,3, 21.8 , 1.78 ,    30.0 ,      45 ,     357 ,O
Jupiter C,Redstone            ,ABMA,3, 21.2 , 1.78 ,    28.5 ,      11 ,     357 ,V
Hwasong-14,Hwasong-12          ,KPA,2, 17.9 , 1.75 ,    20.0 ,       0 ,,M
Hwasong-12,Hwasong-12          ,KPA,1, 14.0 , 1.75 ,    16.0 ,       0 ,,M
Hwasong-12A,Hwasong-12          ,KPA,1, 14.0 , 1.75 ,    16.0 ,       0 ,,M
Falcon 1,Falcon1             ,SPX,2, 21.3 , 1.70 ,    27.2 ,     600 ,     378 ,O
Minuteman 1A,Minuteman           ,BOUT,1, 16.4 , 1.68 ,    30.0 ,       0 ,     935 ,T
Minuteman 1B,Minuteman           ,BOUT,3, 16.8 , 1.68 ,    31.7 ,       0 ,     935 ,M
Minuteman 2,Minuteman           ,BOUT,3, 17.6 , 1.68 ,    33.1 ,       0 ,     935 ,M
Minotaur II,Minuteman           ,BOUT,3, 17.6 , 1.68 ,    33.1 ,       0 ,     935 ,M
Minotaur II+,Minuteman           ,BOUT,3, 17.6 , 1.68 ,    33.1 ,       0 ,     935 ,M
Minuteman 3,Minuteman           ,BOUT,4, 18.3 , 1.68 ,    35.3 ,       0 ,     935 ,M
Minuteman 1,Minuteman           ,BOUT,3, 16.0 , 1.68 ,    30.0 ,       0 ,     935 ,T
HOE,Minuteman           ,LMMS,2, 19.0 , 1.68 ,    35.0 ,       0 ,     935 ,M
Minotaur I,Minuteman           ,OSCC,4, 19.2 , 1.68 ,    36.3 ,     340 ,     892 ,O
Minotaur I Lite,Minuteman           ,OSCC,3, 19.2 , 1.68 ,    36.3 ,     340 ,     892 ,O
R-5,R-5                 ,OKB1,1, 20.7 , 1.65 ,    24.4 ,       0 ,     430 ,M
R-5A,R-5                 ,OKB1,1, 20.7 , 1.65 ,    24.4 ,       0 ,     430 ,M
R-5B,R-5                 ,OKB1,1, 20.7 , 1.65 ,    24.4 ,       0 ,     430 ,M
R-5M,R-5                 ,OKB1,1, 20.3 , 1.65 ,    24.4 ,       0 ,     430 ,M
R-5V,R-5                 ,OKB1,1, 21.2 , 1.65 ,    24.4 ,       0 ,     430 ,R
R-5 VAO,R-5                 ,OKB1,1, 21.2 , 1.65 ,    24.4 ,       0 ,     430 ,R
R-12,R-12                ,OKB586,1, 22.5 , 1.65 ,    42.0 ,       0 ,     730 ,M
R-12U,R-12                ,OKB586,1, 22.5 , 1.65 ,    42.0 ,       0 ,     730 ,M
K63,R-12                ,OKB586,1, 22.5 , 1.65 ,    42.0 ,       0 ,     730 ,M
K63D,R-12                ,OKB586,1, 22.5 , 1.65 ,    42.0 ,       0 ,     730 ,M
Kosmos 63S1,R-12                ,OKB586,2, 31.5 , 1.65 ,    48.1 ,     500 ,     730 ,O
Kosmos 11K63,R-12                ,OKB586,2, 31.5 , 1.65 ,    48.1 ,     500 ,     730 ,O
R-UNK,UNK                 ,,1, 22.5 , 1.65 ,    42.0 ,       0 ,,M
DF-1,V-2                 ,CALT,1, 17.6 , 1.65 ,    20.4 ,       0 ,     250 ,B
DF-2,V-2                 ,CALT,1, 20.6 , 1.65 ,    32.0 ,       0 ,     300 ,B
DF-2A,V-2                 ,CALT,1, 20.6 , 1.65 ,    32.0 ,       0 ,     300 ,B
A-4,V-2                 ,WEHR,1, 13.6 , 1.65 ,    12.8 ,       0 ,     270 ,B
A-4b,V-2                 ,WEHR,1, 13.6 , 1.65 ,    12.8 ,       0 ,     312 ,B
V-2,V-2                 ,WEHR,1, 13.6 , 1.65 ,    12.8 ,       0 ,     312 ,R
Hermes II,V-2                 ,GEMTS,1, 14.0 , 1.65 ,    13.0 ,       0 ,     312 ,R
Bumper-WAC,V-2                 ,GEMTS,2, 17.2 , 1.65 ,    12.9 ,       0 ,     267 ,X
R-1,V-2                 ,NII88,1, 14.1 , 1.65 ,    13.4 ,       0 ,     267 ,B
R-1 8A11,V-2                 ,NII88,1, 14.1 , 1.65 ,    13.4 ,       0 ,     267 ,B
A-1,V-2                 ,NII88,1, 14.1 , 1.65 ,    13.4 ,       0 ,     267 ,R
R-1A,V-2                 ,OKB1,1, 14.1 , 1.65 ,    13.4 ,       0 ,     267 ,B
R-1B,V-2                 ,OKB1,1, 17.5 , 1.65 ,    13.4 ,       0 ,     267 ,R
R-1V,V-2                 ,OKB1,1, 17.5 , 1.65 ,    13.4 ,       0 ,     267 ,R
R-1D,V-2                 ,OKB1,1, 14.1 , 1.65 ,    13.4 ,       0 ,     267 ,R
R-1E (A-1),V-2                 ,OKB1,1, 14.1 , 1.65 ,    13.4 ,       0 ,     267 ,R
R-1E,V-2                 ,OKB1,1, 14.1 , 1.65 ,    13.4 ,       0 ,     267 ,R
R-1UK,V-2                 ,OKB1,1, 14.1 , 1.65 ,    13.4 ,       0 ,     267 ,B
R-2,V-2                 ,OKB1,1, 17.0 , 1.65 ,    20.3 ,       0 ,     363 ,B
R-2A,V-2                 ,OKB1,1, 17.0 , 1.65 ,    20.3 ,       0 ,     363 ,R
R-2e,V-2                 ,OKB1,1, 17.0 , 1.65 ,    20.3 ,       0 ,     363 ,R
R-2R,V-2                 ,OKB1,1, 17.0 , 1.65 ,    20.3 ,       0 ,     363 ,R
R-31,R-31                ,ARSL,3, 11.4 , 1.54 ,    26.9 ,       0 ,     580 ,M
CE-5 SSQ,CESSQ,CAST,1,  1.5 , 1.50 ,     0.5 ,       0 ,,O
Zyb,R-27                ,MAK,1,  9.7 , 1.50 ,    14.2 ,       0 ,,M
Zyb R-27U,R-27                ,MAK,1,  9.7 , 1.50 ,    14.2 ,       0 ,,M
Zyb R-27K,R-27                ,MAK,1,  9.7 , 1.50 ,    14.2 ,       0 ,,M
Hwasong-10,R-27                ,KPA,1,  9.7 , 1.50 ,    14.2 ,       0 ,,M
Khorramshahr,R-27                ,IR,1,  9.7 , 1.50 ,    14.2 ,       0 ,,M
Zoljanah,Zoljanah,IR,3, 25.5 , 1.50 ,    40.0 ,     220 ,,M
Bukguekseong,Bukguekseong        ,KPA,2,  9.5 , 1.50 ,    18.0 ,       0 ,,M
Bukguekseong-2,Bukguekseong        ,KPA,2,  9.5 , 1.50 ,    18.0 ,       0 ,,M
Bukguekseong-3,Bukguekseong        ,KPA,2,  9.5 , 1.50 ,    18.0 ,       0 ,,M
MSBS M011,P-10                ,SEREB,2, 10.0 , 1.50 ,    15.0 ,       0 ,     440 ,T
MSBS M012,P-10                ,SEREB,2, 10.0 , 1.50 ,    15.0 ,       0 ,     440 ,M
MSBS M013,P-10                ,SEREB,2, 10.0 , 1.50 ,    15.0 ,       0 ,     440 ,M
MSBS M112,P-10                ,SEREB,2, 10.4 , 1.50 ,    18.0 ,       0 ,     440 ,T
